ID,TITLE,COMPANYNAME,LOCATION,SUMMARY
b92aa9fa4dd865f2,PM/PL & 데이터분석가 & 일반영업 정규직,데이터누리,서울 강서구,"빅데이터 플랫폼 운영 및 개발 경험- 개발 경력 보유자(Java, Python, R, react, JavaScript, node.js 등)- DB... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
0a312e48fd053513,데이터 엔지니어,NHN COMMERCE,서울 구로구,"능하신 분 - 대규모 서비스 운영 경험이 있으신 분 - 클라우드 환경에서의 운영 경험이 있으신 분 - Python, GO 개발 경험 있으신 분 본 채용은 상시 채용으로 면접이 수시로 진행되며, 先지원자에게 기회가 먼저..."
1d2b22a2bcd3256f,[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야),버즈니,서울,"으로 마케팅 인사이트 도출 – 보유하고 있는 빅 데이터를 활용하여 마케팅 인사이트 도출 이런 분을 찾습니다 Python 프로그래밍에 능숙하신 분 DB, 통계, 컴퓨터 기반 기술에 대한 이해를 가지신 분 이런 분은 더욱 좋습니..."
112566541738ad42,Software Developer 3,Oracle,대한민국,"Experience task automation in scripting languages like shell, Python, JavaScript, TypeScript Boat load of passion & energy..."
d69b5a1e60c65ce6,데이터 마케팅 경력사원,LG전자,서울 영등포구,"능력 보유자 (SQL, R, Python, Scalar, Hadoop 등... 운영 경험자 - CRM 캠페인 기획/운영 경험자 - SQL, R, Python 등 통계 패키지 활용 자격증 보유자 모집기한: ~ 본 포지션 채용 시점..."
a2b38b230474e622,카카오 전사 QA 모집,카카오,성남 판교역,"협업도구 (JIRA, Github 등)에 대한 경험이 있으신 분 테스트자동화 설계경험자 혹은 스크립트 언어( python, java, javascript 등) 가능자 긍정적인 마인드와 유연한 커뮤니케이션 능력 보유 능동적이고..."
c7d674c1d5466ed2,지스트 블록체인인터넷경제연구센터 계약직(연구원),광주과학기술원,광주 북구,록체인 개발 블록체인 하드포크 1) 4년제 대학 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
59db18a2366b2c92,AI 분야 경력,LG CNS,서울,"이상 (AI 관련 논문 발표) ② AI/딥러닝 알고리즘 연구개발 프로젝트 경험 ③ Ubuntu Linux, Python, Tensorflow, PyTorch 사용 중상급 이상 우대사항(해당 내용 중 1개 이상) ① AI/머신..."
fc037709d0770796,System SW 엔지니어,딥엑스,성남 분당구,사항: 대학교(4년)졸업 이상 [기본 요구능력] - ASM/C/C++/ Python 언어 코딩 기술 - 운영체제 SW 설계 및 구현 - 알고리즘/네트워... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
add880a19f345249,"Customer Engineer, Machine Learning, Google Cloud Customers",Google,서울,"Caffe, as well as numerical programming frameworks... Python or MATLAB. Preferred qualifications: Master's degree..."
d193999bb6d038d4,Analog Design Engineer,Cirrus Logic,서울,"Modeling of solutions using tools... Python, Matlab, Simulink, and Spectre AMS... tools... Python, Matlab, Simulink..."
9193b9de45a0ac1c,Embedded Software Engineer - Connected,GE Appliances,경기도 성남,"skills with C, C++ and other script languages (i.e. python etc..) Strong knowledge... IOT devices communication protocols..."
7da03d182cfb2dd5,티맵모빌리티 서버개발자 - EV충전서비스,티맵모빌리티,서울특별시,어권 외국인과 어색하더라도 웃으면서 하고 싶은 말과 정보를 전달하실 수 있는 분 - Kotlin/Java/ Python/Ruby 등 하나 이상에서 스스로 전문가라고 다짐할 수 있는 분 기타 근무지 서울 2호선 을지로입구역...
8af26b37623864c4,8퍼센트 개발자 (신입/경력),8퍼센트,서울 종로구,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
01bd5372e531d949,"Sales - Sales Operations Specialist, Seoul, Korea",Tesla,서울,"software, including... limited to Excel, PPT, Word, SQL, Python, Tableau, etc. Demonstrated ability to define, refine..."
bea34fbb2f401c90,Machine Learning Engineer (LINE TIMELINE),LINE Plus corporation,대한민국,"사용자 임베딩을 생성하여 추천에 활용합니다. Jupyter 환경에서 Python, Spark, Pyspark 등을 활용하여 데이터 분석하고 모델링... 대용량 데이터 처리 프레임워크와 Python, SQL 등의 언어를 능숙하게..."
ae64d6a67aab13ca,빅데이터 플랫폼/분석 솔루션 개발자/엔지니어/운영자,비코어,서울 중구,"들을 배치 (shell script / python) 개발 [자격요건][필수]- She// / Python 중 1개 이상을 이용한 프로젝트 유경 험자... 이해, 구축/운영[우대사항] Python 개발 유경험자[기타]기술적 부분..."
a692f83229bd339f,Datacenter Engineer,Oracle,서울,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
be6c1f03fa566f8e,추천 시스템 연구/개발,카카오,성남 판교역,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
a36b547d3f9ccf46,"Graduate Analyst, Global Market",Société Générale,서울,propose new ideas Good coding skills (for example VBA... Python... plus Excellent command of English Application...
409c1253b2dde75b,동국대학교 데이터분석팀 연구원(계약직) 채용공고,동국대학교,서울 필동,"자 4) 남자의 경우 병역필 또는 면제자 5) 한글, MS OFFICE 등 기본 문서작업 가능자 6) Python, R 프로그래밍 언어 사용 가능자 우대 2. 모집인원 : O명 3. 근무조건 및 계약기간 구 분..."
28b343c3943a7dca,"웹개발, 백엔드 외 경력 정규직",핀후드,서울 성동구,"요건]경력사항: 경력(1년 이상 3년 이하)학력사항: 학력무관직무기술: Python, django 1 명 근무조건 고용형태: 정규직근무부서: 개발팀급... 로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
1d0e51e2e431995b,[농심ENG] 신입/경력사원 정기채용,농심그룹,서울 신대방동,"프로세싱 알고리즘 개발 경험자 - Open CV, Halcon, Python 사용자 - Vision SW 개발 경험자 - Deep Learning... Open CV, Halcon, Python 사용자 - Vision SW..."
df228c302c3c8f9b,서버개발자(벡앤드) 정규직,오비이랩,서울 강남구,시스템 개발 [자격요건]• 경력사항: 경력(3년 이상 7년 이하)• 학력사항: 학력무관• 중상급 이상의 Python 또는 JavaScript 언어 활용 가능자• Django 또는 Node.js rest framework에...
b527be3d7b9d4120,CTO 경력사원 (기판/전력전자/렌즈금형/기구/Simulation/AI/차량SW),LG이노텍,서울 마곡역,"픈소스 기반 머신러닝/딥러닝 기술 개발 경험자 - 프로그래밍 스킬 보유자( python, java, C/C++, tensorflow, pytorch 등... 가능자 (MATLAB, Simulink, Python) - 디지털신호처리..."
e0e37aaebc73dde3,지표구축,아프리카TV,경기도 성남,"대시보드 플랫폼의 활용이 가능하신분 - 새로운 서비스 출시후 모니터링이나 트랜드 확인이 가능하도록 설계나 지원이 가능하신분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
fb7a9b046899b406,퀀트운용팀 (사원-대리급),신한자산운용,대한민국,"투자자산운용사 자격증 보유자 - CFA 등 금융관련 자격증 소지자 - 프로그래밍 가능 인력(SQL, Python) 우대 3. 전형방법 - 서류전형(서류전형 합격자에 한하여 개별통보) 면접 1, 2차 전형 4. 제출서류..."
f0fa048255eee14e,"인공지능(AI), 머신러닝(ML) 외 경력 정규직",시스메틱,서울 영등포구,모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어
bc166941018ab5ab,"Engr, Apps Dev 3",KLA-Tencor,경기도 화성,"working effectively with different cultures. Matlab/ Python experience is a plus. We offer a competitive, family friendly..."
3e1b8e1243910f18,eBeam System Engineer for R&D Extension Korea,Applied Materials Inc.,경기도 화성,"organizations Capability & programing experience with MATLAB, Python, etc. Qualifications Education: Bachelor's Degree..."
89d35930b8f6dec1,10월 11번가 Backend 개발 경력공채,십일번가,서울 중구,"및 운영2. 활용기술[서버 개발] - Spring Boot 2.x, Spring Cloud, Reactor, Python, Node.js - Oracle, MongoDB, MySQL, Kafka, Redis, Spring..."
c988cdccd94e9a20,Software Developer & Verification,Ericsson,서울,"Programming Language and skillset: Java(preferred), C++, Python, CI Environment, Shell Script Native Korean and business..."
40de6a4b81f8724f,[전문연구요원 신규편입/전직] 의료영상/음성인식/생체신호 연구원,뷰노코리아,서울 서초구,인공지능)>텍스트마이닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
c35e9b72a11aa338,[신입/경력] 의료영상/음성인식/생체신호 연구원,뷰노코리아,서울 서초구,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
7086f2bab178fe22,빅데이터 플랫폼 개발자(경력),네이버,서울,"관련 기본 지식을 갖추고 있으며, 분산 환경에서 대용량 데이터 처리 경험이 있으신분 - Java / Python 개발경험과 프로그래밍 기본 지식을 가지신 분 - Spring Framework 기반의 API 서버, 웹서버 개발..."
76ef0d2df960b0f6,"Student Training in Engineering Program, 2021, People with D...",Google,서울,"Science or a related field. Programming experience in Java, Python, C... C++. Available... 12 week internship from..."
269705a740edaff6,생산기술 Center_알고리즘 검사 분야 경력사원,LG디스플레이,경기도 파주,"Open Framework(TensorFlow/Pytorch 등) 활용 딥러닝(CNN)모델 개발 경력 2) Python , C/C++ 프로그래밍 숙련자 우대자격 1) Computer Vision 분야 경험 2) Machine..."
da4dec4594f59668,[전문연구요원] AI Research Engineer,Upstage,경기도 용인,"크에 대한 깊은 이해(예: TensorFlow, PyTorch) 하나 이상의 능숙한 프로그래밍 언어(예: Python, C++) 및 Linux/Shell 프로그래밍 환경에 대한 친숙함 논문상 모델의 성능을 빠른 시간안에 재현..."
4124ae4b678283f7,[블레이드 앤 소울] 툴 프로그래머 모집,엔씨소프트,성남 판교역,"실패 포인트를 미리 대응한다. 지원자격 학력 : 무관 경력기간 : 2년 ~ 필수조건 1.C++, C#, Python 언어에 대한 이해 2.기본적인 툴 개발 지식 3.프로그래밍 기본 소양 우대사항 1.사용자 친화적인 마인드..."
5fc53d8ce25c05f7,IT 개발 총 책임자,핀후드,서울 성동구,스템접수양식: 인크루트 이력서 기타 유의사항 입사지원서 및 제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안,용인 보정동,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
a8a6250f183b2907,Solutions Architect II - AWS,Amazon Web Services Korea LLC,서울,"languages... Ruby, Python and Node... 현대 개발 언어에 대한 실무적 지식: 루비 (Ruby), 파이썬 ( Python), Node.js 등 · 개발자 및 IT 운영자 대상의 신기술 전파에..."
e094a5757d9e4668,소프트웨어 개발 인원 채용,에스티아트,전주 효자동2가,소프트웨어개발 Python Program 개발 및 NAS 활용을 통한... 가전제품 수리업 모집요강 IT 기술지원 전문가 직무내용 Python Program 개발 및 NAS 활용을 통한 전산프로그램 연동 고용형태...
2c9881cb774bd9d3,Support Escalation Engineer,Microsoft,서울,"debugging experience (C/C++/C#, Python, Node.JS, etc.) Azure Application... experience (C/C++/C#, Python, Java, Node..."
68d62221f2d26c0e,(주)웨이브웨어 2021 년도 신입사원 (프로그래머),웨이브웨어,대전 유성구,"유경험자 - keras/theano/tensorflow 유경험자 - python, java 유경험자 - lwjgl/jogl 을 이용한 OpenGL... tensorflow 유경험자 - python, java 유경험자..."
d13fce11058e6cf1,보안 모니터링 시스템 개발 및 운영 담당자 모집,카카오,성남 판교역,"이터 분석을 위한 SIEM/ETL 플랫폼 개발/운영 지원자격 기본사항 경력 3년 이상 Java, Python 등의 언어로 개발 가능자 기본적인 웹 개발 및 Back-End 개발 가능자 DBMS 혹은 빅데이터(NoSQL..."
112566541738ad42,Software Developer 3,Oracle,대한민국,"Experience task automation in scripting languages like shell, Python, JavaScript, TypeScript Boat load of passion & energy..."
add880a19f345249,"Customer Engineer, Machine Learning, Google Cloud Customers",Google,서울,"Caffe, as well as numerical programming frameworks... Python or MATLAB. Preferred qualifications: Master's degree..."
475d5251e599c6fb,Wireless Access SW - Platform Application Engineer,Intel,서울,"C/C++ and modern scripting tools... Unix Shell, Python, Perl, etc. 4 years+ of experience with higher layer networking..."
cd68968d43fee4d9,[Amazon] Data Center Operations Engineer,아마존웹서비시즈코리아,서울 강남구,"CCENT / CCNA, 네트워크 +· 2년 이상의 서버 하드웨어 문제 해결 경험· 스크립팅 기술 - Bash, Python, Perl 등 보유자· 프로젝트 관리 경험· 유창한 한국어/영어 커뮤니케이션 능력 보유자아마존은..."
59582c9dff81a2b4,Measurement Engineer,DNV,서울,"packages used... wind industry... IMC Famos, Python, WAsP, Matlab, Windfarmer, Windapp etc. Software developing..."
a82e3922c29d3373,관리직 경력사원 공개채용,경동나비엔,서울 여의도,"개발 • 경력 : 3년 이상 10년 이하 • 학력 : 학사 이상 / 전공무관 • 우대사항 - JAVA, Python, node.js, typescript 프로그래밍 경험자 - IoT 클라우드 플랫폼 또는 앱 서비스 개발자..."
340fa2d2204cf879,"Cloud AI Engineer, Professional Services",Google,서울,"Experience writing software in one or more languages... Python, Scala, R... similar. Experience building machine..."
43d78da7c0b23848,Machine Learning Platform Backend Engineer,LINE Plus corporation,대한민국,"Machine Learning as a Service) Backend System 개발 자격요건 Golang, Python, Java를 이용해 Backend Server 구현에 익숙하신 분 Server-side Trouble..."
6394dc6b6dcbed60,Developer,Ericsson,서울,"Erlang, Java, Python Domain experience... 가능) 프로그래밍 언어: C, C++(필수) / Erlang, Java, Python(우대) 기술 분야: 라디오 엑세스 네트워크, 5G NR, LTE..."
9193b9de45a0ac1c,Embedded Software Engineer - Connected,GE Appliances,경기도 성남,"skills with C, C++ and other script languages (i.e. python etc..) Strong knowledge... IOT devices communication protocols..."
c5685a32445180f3,[커머스&서비스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),버즈니,서울,"이런 분을 찾습니다 컨테이너 기반 환경의 서비스 구축 경험이 있으신 분 Flask, FastApi 등 Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
44f16e94e3e6b589,"Staff Software Engineer, Maps & Navigation, Seoul, Korea",Tesla,서울,"industry Fluency in English Proficient in one of C++, Python Experience writing and shipping customer-facing code High..."
7fdcd7a7457b1e93,데이터 분석,아프리카TV,경기도 성남,"의 서비스 이용/소비형태/이상현상과 트렌드 변화가 궁금하신 분 - B2C서비스 데이터 분석 직군에서 데이터 핸들링 경험이 있으신 분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
8ea9448c5082a46e,Data Scientist,IBM,서울,"skills in Python, and ideally in other languages like R, SQL, Hive Sql, C++ • Hands-on experience with Python libraries..."
dbe0729882fd8763,소프트웨어 개발자 신입 / 경력직 채용,네이버시스템(주) 관심기업,서울 가락동,"무관 [우대사항] - Java, JavaScript, C#, C++, Spring, Oracle, Python 등 개발 프로그램 사용 가능자 - 컴퓨터공학 전공 - 해당업무 근무경험 - 컴퓨터활용 우수자 - 관련 자격..."
0f502079be47bcfe,AI R&D 데이터플랫폼 엔지니어 모집,엔씨소프트,성남 판교역,3년 ~ 15년 필수조건 - Hadoop 기반 분산 데이터 처리 기술에 대한 경험 보유 - Java / Python 기반 개발 경험 보유 - Hive / Spark 기반 데이터 파이프라인 개발 및 workflow 자동화 개발...
df21e3bb5d773616,Python Programmer,Mofac,서울 서초구,개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – Python API 프로그래밍 우대사항 – Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험...
d17da0baecf05910,데이터 분야 경력,LG CNS,서울,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
a50f8c582b21a83a,[데이터사이언스] 계약직,하나카드,서울 중구,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터마이닝|인터넷·IT·통신·모바일·게임>빅데이터...
f54bac6c78fd3240,코딩에 빠진 수퍼 개발자 (펌웨어 개발),에바,성남 수정구,"학력무관직무기술: 펌웨어(Firmware), Embedded System S/W 개발(판교) c/c++, Python 3 명 근무조건 고용형태: 정규직근무부서: 개발팀급여조건: 연봉 협의 후 결정 전형단계 및 제출서류 전형단..."
dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니,서울,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오,성남 판교역,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
660c1163590c7d91,생명과학사업본부 DX분야 경력사원 (마곡),LG화학,서울 강서구,"영업/마케팅 부서와 협업하여 DX 니즈 파악 및 과제 발굴 3) DX 과제 수행 및 관리 역량요건 - Python 및 Machine Learning Framework (Keras, Tensorflow, PyTorch 등..."
da5085b75920acb3,(주)아이옵스 항공우주분야,아이옵스,대전 유성구,궤도역학[우대사항]ㆍ정보처리기사 등 관련 자격증 소지자 ㆍ인공위성 궤도분석 및 비행역학 유경험자ㆍC/C++/ Python 활용 가능자ㆍ영어 가능자 0 명 근무조건 고용형태 : 정규직(수습기간3개월)급여조건 : 급여 협의근무지역...
b0e39e829a425353,카카오 광고 최적화 연구 및 개발,카카오,성남 판교역,"활용한 어플리케이션 개발 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분 (C/C++, Java, Python, Go, Scala 등) [알고리즘 개발 업무 관련 지원 경우] 데이터 마이닝 또는 머신러닝 지식/경험이..."
7abc40bcaebd62cd,[Audit] IA본부 시스템 데이터 분석 전문가 채용,삼정 KPMG,서울 강남구,"이상의 유관 경력 - ERP 운영/개발 유경험자(SAP FI, MM, SD 모듈 추가 우대) - SQL, Python 등을 활용한 Big data 분석 유경험자 - 회계자격증(회계사-국내/해외, 공인내부감사사 등), IT관련..."
c91975c7e37161c3,[메디픽셀] Research Engineer on Medical Imaging 정규직,메디픽셀,서울 마포구,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
700c2b10e7c58d38,Operations Project Manager_Python,Edwards Korea Ltd,충청남도 천안,The Semiconductor division is a growing business... implementation... operational strategy is critical... future...
71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
8c32b5db8ab28c7d,"[광고 추천] 데이터 과학자, 기계학습(머신러닝) 전문가 모집",카카오,성남 판교역,"학습(머신러닝), 딥러닝에 관한 지식과 경험이 풍부한 분 하나 이상의 프로그래밍 언어에 능통한 분 (예, Python, R, Java, Scala, C/C++, Golang 등) 단, 주니어는 기계학습 기초 지식과 개발 역량..."
